Fish ID,Fish Species,Age (Weeks),Current Weight (kg),Feed Type,Feed Consumption (g/day),Water Temperature (°C),Dissolved Oxygen (mg/L),Water pH,Stocking Density (fish/m³),Market Price (₹/kg),Expected Harvest Week,Estimated Final Weight (kg)
707,Salmon,36,4.55,High Protein,64.12,21.97,4.96,8.09,5,388.56,41,5.15
707,Salmon,37,4.67,High Protein,58.54,29.13,7.93,8.13,7,447.24,50,6.23
707,Salmon,38,4.79,Medium Protein,62.41,24.52,5.88,7.52,19,422.59,50,6.23
707,Salmon,39,4.91,Medium Protein,59.19,23.59,6.66,6.54,19,392.16,43,5.39
707,Salmon,40,5.03,High Protein,63.14,26.26,4.51,7.02,5,321.46,44,5.51
707,Salmon,41,5.15,Low Protein,66.08,25.49,6.66,7.62,25,331.5,45,5.63
707,Salmon,42,5.27,High Protein,71.79,28.94,7.5,7.29,5,349.69,49,6.11
707,Salmon,43,5.39,Medium Protein,67.07,21.58,6.65,7.69,5,482.71,40,5.39
707,Salmon,44,5.51,Low Protein,71.82,24.51,5.37,8.11,13,491.97,45,5.63
707,Salmon,45,5.63,High Protein,74.64,22.0,5.21,7.03,29,409.77,50,6.23
707,Salmon,46,5.75,Low Protein,70.77,21.07,4.38,6.91,8,310.4,50,6.23
707,Salmon,47,5.87,Low Protein,70.39,22.88,7.86,7.83,6,312.4,51,6.35
707,Salmon,48,5.99,Low Protein,75.81,20.68,5.12,7.98,18,363.15,47,5.99
707,Salmon,49,6.11,High Protein,73.94,26.03,4.11,7.71,29,371.58,45,6.11
707,Salmon,50,6.23,Medium Protein,78.82,28.52,7.92,6.97,24,333.0,43,6.23
707,Salmon,51,6.35,Low Protein,74.85,23.02,7.53,6.91,24,325.94,51,6.35
707,Salmon,52,6.47,Low Protein,76.22,26.33,7.18,8.4,19,427.55,44,6.47
708,Tilapia,1,0.5,High Protein,21.76,21.3,5.69,7.87,28,267.73,36,3.3
708,Tilapia,2,0.58,Medium Protein,25.54,22.35,6.22,8.16,11,291.02,15,1.62
708,Tilapia,3,0.66,Medium Protein,19.07,26.76,7.31,8.17,9,351.2,20,2.02
708,Tilapia,4,0.74,High Protein,24.54,29.19,6.93,7.47,14,293.4,42,3.78
708,Tilapia,5,0.82,Low Protein,23.52,20.19,4.23,8.1,7,293.96,37,3.38
708,Tilapia,6,0.9,High Protein,27.44,26.43,6.83,7.66,10,295.05,26,2.5
708,Tilapia,7,0.98,Medium Protein,23.69,27.05,6.28,7.42,19,365.08,36,3.3
708,Tilapia,8,1.06,Low Protein,30.32,25.97,4.7,7.25,25,210.39,28,2.66
708,Tilapia,9,1.14,Low Protein,22.22,24.28,6.22,7.66,22,283.2,39,3.54
708,Tilapia,10,1.22,Medium Protein,32.05,29.88,6.32,6.83,25,204.6,20,2.02
708,Tilapia,11,1.3,Low Protein,31.46,22.73,4.41,6.56,22,307.92,31,2.9
708,Tilapia,12,1.38,High Protein,32.46,24.66,6.17,7.97,9,385.42,45,4.02
708,Tilapia,13,1.46,Medium Protein,33.02,26.74,4.32,7.86,15,244.21,33,3.06
708,Tilapia,14,1.54,Medium Protein,34.02,20.0,4.31,6.66,15,240.2,44,3.94
708,Tilapia,15,1.62,Low Protein,34.35,23.61,6.71,7.58,17,222.15,21,2.1
708,Tilapia,16,1.7,Medium Protein,36.0,23.93,7.39,8.11,9,294.78,42,3.78
708,Tilapia,17,1.78,High Protein,32.41,20.11,5.75,6.74,27,245.76,26,2.5
708,Tilapia,18,1.86,Medium Protein,37.99,20.26,5.65,8.34,13,383.11,48,4.26
708,Tilapia,19,1.94,Low Protein,33.25,29.89,5.84,7.31,19,322.14,41,3.7
708,Tilapia,20,2.02,Medium Protein,37.49,21.09,6.32,6.6,23,232.58,35,3.22
708,Tilapia,21,2.1,Low Protein,38.1,22.36,7.65,7.29,19,288.63,30,2.82
708,Tilapia,22,2.18,Low Protein,40.01,21.39,5.69,7.29,8,276.46,50,4.42
708,Tilapia,23,2.26,High Protein,39.98,25.14,7.56,7.64,7,274.29,35,3.22
708,Tilapia,24,2.34,Medium Protein,33.75,27.36,4.27,8.27,28,336.81,48,4.26
708,Tilapia,25,2.42,High Protein,41.59,20.77,4.16,7.39,9,234.61,51,4.5
708,Tilapia,26,2.5,High Protein,35.23,25.86,5.77,6.55,22,330.42,38,3.46
708,Tilapia,27,2.58,Medium Protein,41.13,23.53,6.67,7.61,12,249.89,46,4.1
708,Tilapia,28,2.66,High Protein,44.99,24.91,7.27,6.69,23,287.49,40,3.62
708,Tilapia,29,2.74,High Protein,45.7,22.66,4.66,8.17,7,233.66,37,3.38
708,Tilapia,30,2.82,Low Protein,46.61,28.64,6.61,7.62,19,303.78,43,3.86
708,Tilapia,31,2.9,High Protein,45.02,24.52,7.39,8.06,26,321.21,42,3.78
708,Tilapia,32,2.98,Medium Protein,41.64,21.61,6.0,8.45,8,370.67,40,3.62
708,Tilapia,33,3.06,Low Protein,45.68,27.92,4.18,7.0,20,337.97,47,4.18
708,Tilapia,34,3.14,High Protein,46.56,27.52,6.82,7.58,23,292.78,42,3.78
708,Tilapia,35,3.22,High Protein,45.45,24.85,7.58,8.45,22,368.86,48,4.26
708,Tilapia,36,3.3,Medium Protein,47.24,27.22,5.43,8.5,18,271.53,42,3.78
708,Tilapia,37,3.38,High Protein,52.52,26.02,6.79,8.2,10,294.71,46,4.1
708,Tilapia,38,3.46,Medium Protein,49.78,21.65,4.19,7.13,22,357.72,50,4.42
708,Tilapia,39,3.54,High Protein,52.45,29.99,6.22,8.49,5,215.22,48,4.26
708,Tilapia,40,3.62,High Protein,51.16,27.72,4.84,8.29,20,305.74,48,4.26
708,Tilapia,41,3.7,Medium Protein,53.17,26.66,6.49,8.42,28,247.37,45,4.02
708,Tilapia,42,3.78,Low Protein,48.73,28.31,4.78,7.82,13,280.05,41,3.78
708,Tilapia,43,3.86,Medium Protein,57.91,29.28,5.01,8.1,10,315.33,42,3.86
708,Tilapia,44,3.94,Low Protein,53.76,25.78,4.85,7.19,25,248.09,43,3.94
708,Tilapia,45,4.02,Low Protein,57.68,25.88,6.27,8.44,24,255.78,49,4.34
708,Tilapia,46,4.1,Medium Protein,57.67,20.23,4.15,7.06,27,203.08,47,4.18
708,Tilapia,47,4.18,Medium Protein,59.79,24.15,6.97,6.94,23,283.17,41,4.18
708,Tilapia,48,4.26,High Protein,52.95,25.09,6.29,7.39,28,283.27,45,4.26
708,Tilapia,49,4.34,High Protein,62.75,22.34,6.24,8.36,27,326.66,49,4.34
708,Tilapia,50,4.42,Low Protein,62.5,23.6,7.68,8.42,21,249.37,50,4.42
708,Tilapia,51,4.5,High Protein,63.34,23.66,4.93,7.75,17,347.41,45,4.5
708,Tilapia,52,4.58,Medium Protein,60.47,23.68,6.84,7.38,23,250.56,50,4.58
709,Salmon,1,0.32,Low Protein,21.16,29.56,6.74,7.23,24,346.51,41,5.12
709,Salmon,2,0.44,High Protein,20.15,25.88,6.05,7.52,26,484.99,41,5.12
709,Salmon,3,0.56,High Protein,20.63,23.14,4.05,7.31,11,410.05,29,3.68
709,Salmon,4,0.68,Medium Protein,24.65,23.05,5.41,7.73,27,380.46,24,3.08
709,Salmon,5,0.8,Medium Protein,24.28,28.47,4.14,6.57,8,356.68,10,1.4
709,Salmon,6,0.92,High Protein,19.97,26.42,4.2,7.43,16,437.14,20,2.6
709,Salmon,7,1.04,Low Protein,23.55,28.51,6.61,7.86,23,302.7,34,4.28
709,Salmon,8,1.16,Low Protein,27.82,26.44,5.06,8.43,24,304.81,15,2.0
709,Salmon,9,1.28,Medium Protein,31.84,29.15,4.53,6.76,18,372.14,15,2.0
709,Salmon,10,1.4,Medium Protein,33.33,24.02,6.34,6.97,12,449.09,45,5.6
709,Salmon,11,1.52,Medium Protein,33.59,28.42,7.42,6.94,10,402.39,16,2.12
709,Salmon,12,1.64,High Protein,28.94,21.76,5.67,8.2,20,492.43,27,3.44
709,Salmon,13,1.76,High Protein,32.33,26.69,6.29,7.72,19,300.7,31,3.92
709,Salmon,14,1.88,Medium Protein,33.13,23.64,6.61,6.98,29,447.2,45,5.6
709,Salmon,15,2.0,Low Protein,34.39,25.25,4.49,7.51,15,319.91,21,2.72
709,Salmon,16,2.12,Medium Protein,31.7,27.37,6.99,8.3,16,349.69,47,5.84
709,Salmon,17,2.24,Medium Protein,34.14,25.64,6.35,7.68,9,464.71,24,3.08
709,Salmon,18,2.36,Low Protein,35.13,27.3,7.94,6.92,27,424.0,25,3.2
709,Salmon,19,2.48,Low Protein,40.97,20.37,4.32,8.21,13,451.71,51,6.32
709,Salmon,20,2.6,Low Protein,40.12,24.0,7.77,7.28,22,491.19,36,4.52
709,Salmon,21,2.72,Low Protein,40.44,29.54,5.38,6.77,8,378.31,33,4.16
709,Salmon,22,2.84,High Protein,42.84,27.62,5.87,8.41,23,313.86,40,5.0
709,Salmon,23,2.96,High Protein,42.84,24.83,4.74,6.94,16,314.28,31,3.92
709,Salmon,24,3.08,Medium Protein,48.37,27.09,7.96,8.39,10,491.12,45,5.6
709,Salmon,25,3.2,High Protein,43.67,20.27,5.06,7.99,29,446.92,48,5.96
709,Salmon,26,3.32,Medium Protein,43.76,22.93,4.82,7.98,19,302.29,51,6.32
709,Salmon,27,3.44,Medium Protein,50.91,29.03,4.05,6.63,6,312.78,45,5.6
709,Salmon,28,3.56,Low Protein,47.91,24.96,6.89,7.97,29,394.45,45,5.6
709,Salmon,29,3.68,Low Protein,53.23,29.53,4.08,6.62,15,312.58,44,5.48
709,Salmon,30,3.8,High Protein,48.59,22.65,4.8,7.44,27,353.03,49,6.08
709,Salmon,31,3.92,High Protein,51.67,28.34,4.19,7.24,16,386.74,48,5.96
709,Salmon,32,4.04,High Protein,51.94,20.2,6.03,7.53,14,491.53,43,5.36
709,Salmon,33,4.16,High Protein,54.51,20.04,6.64,7.55,23,344.31,47,5.84
709,Salmon,34,4.28,Low Protein,56.09,21.37,6.87,7.02,13,498.02,50,6.2
709,Salmon,35,4.4,Low Protein,58.95,22.62,5.51,6.53,21,315.81,51,6.32
709,Salmon,36,4.52,High Protein,60.4,20.43,4.57,6.52,16,428.07,42,5.24
709,Salmon,37,4.64,Medium Protein,62.7,22.11,6.17,7.94,11,464.03,47,5.84
709,Salmon,38,4.76,Low Protein,60.92,28.73,4.09,7.54,24,492.0,45,5.6
709,Salmon,39,4.88,Low Protein,64.12,29.15,5.39,7.96,28,478.91,49,6.08
709,Salmon,40,5.0,Low Protein,69.9,21.18,7.66,6.6,14,367.76,47,5.84
709,Salmon,41,5.12,Low Protein,63.31,23.15,7.21,6.82,19,498.83,51,6.32
709,Salmon,42,5.24,High Protein,63.93,26.1,5.52,7.77,28,447.15,46,5.72
709,Salmon,43,5.36,High Protein,72.03,26.61,6.58,8.36,6,404.23,45,5.6
709,Salmon,44,5.48,Medium Protein,68.9,20.28,5.53,7.69,22,356.65,49,6.08
709,Salmon,45,5.6,Low Protein,74.47,29.12,6.6,7.2,29,397.94,44,5.6
709,Salmon,46,5.72,High Protein,71.45,24.27,7.6,8.22,15,471.8,43,5.72
709,Salmon,47,5.84,High Protein,68.62,24.41,6.6,7.92,8,489.04,42,5.84
709,Salmon,48,5.96,Low Protein,73.35,20.86,5.62,7.26,5,449.25,44,5.96
709,Salmon,49,6.08,High Protein,76.9,25.25,4.17,7.04,12,451.94,44,6.08
709,Salmon,50,6.2,High Protein,76.48,25.88,4.99,7.33,22,353.09,48,6.2
709,Salmon,51,6.32,High Protein,77.79,24.57,5.42,8.46,25,438.62,47,6.32
709,Salmon,52,6.44,Medium Protein,84.38,28.88,6.79,7.28,29,388.0,43,6.44
710,Carp,1,0.44,High Protein,19.84,21.09,5.14,6.76,24,345.58,6,0.79
710,Carp,2,0.51,Low Protein,22.07,21.85,7.41,8.46,5,297.04,13,1.28
710,Carp,3,0.58,Low Protein,23.01,23.75,7.48,6.84,23,279.24,45,3.52
710,Carp,4,0.65,Low Protein,16.5,26.09,6.2,7.81,17,377.42,17,1.56
710,Carp,5,0.72,High Protein,22.72,24.24,7.12,7.01,8,202.89,46,3.59
710,Carp,6,0.79,Medium Protein,27.53,28.51,6.36,7.9,8,252.32,46,3.59
710,Carp,7,0.86,High Protein,26.11,22.13,6.38,6.96,12,262.86,47,3.66
710,Carp,8,0.93,Low Protein,22.7,22.4,6.27,6.65,13,392.51,32,2.61
710,Carp,9,1.0,Medium Protein,23.65,28.92,6.49,6.83,5,276.85,32,2.61
710,Carp,10,1.07,Medium Protein,23.74,24.68,5.73,8.38,10,261.36,44,3.45
710,Carp,11,1.14,High Protein,27.7,26.52,6.46,7.0,20,366.52,16,1.49
710,Carp,12,1.21,Low Protein,23.07,23.76,5.26,7.04,29,351.08,38,3.03
710,Carp,13,1.28,High Protein,25.7,23.75,6.86,7.57,7,306.53,34,2.75
710,Carp,14,1.35,Low Protein,28.48,21.45,5.72,7.47,18,322.21,44,3.45
710,Carp,15,1.42,Medium Protein,29.55,28.87,6.36,7.87,18,295.21,45,3.52
710,Carp,16,1.49,High Protein,30.97,28.26,7.46,8.34,25,249.34,44,3.45
710,Carp,17,1.56,Medium Protein,33.57,25.36,4.22,7.24,25,276.68,33,2.68
710,Carp,18,1.63,Low Protein,27.93,20.39,7.88,8.02,20,268.48,45,3.52
710,Carp,19,1.7,Medium Protein,29.25,22.25,7.59,7.65,14,258.1,46,3.59
710,Carp,20,1.77,Medium Protein,36.42,21.91,6.05,6.73,16,229.78,40,3.17
710,Carp,21,1.84,Medium Protein,36.71,25.37,6.71,8.3,21,265.54,40,3.17
710,Carp,22,1.91,High Protein,37.32,21.58,6.01,7.08,11,390.56,37,2.96
710,Carp,23,1.98,Low Protein,31.89,24.33,7.15,7.78,7,255.43,45,3.52
710,Carp,24,2.05,Medium Protein,31.08,21.95,4.58,8.01,24,225.21,36,2.89
710,Carp,25,2.12,Medium Protein,36.43,22.86,5.28,7.88,16,295.29,51,3.94
710,Carp,26,2.19,Medium Protein,40.6,23.01,6.78,7.43,17,396.91,42,3.31
710,Carp,27,2.26,Medium Protein,34.98,22.27,7.04,8.09,14,311.1,50,3.87
710,Carp,28,2.33,Low Protein,42.34,22.63,7.26,8.15,25,334.06,40,3.17
710,Carp,29,2.4,Low Protein,35.42,21.54,5.32,8.38,16,313.51,38,3.03
710,Carp,30,2.47,High Protein,37.68,27.73,6.07,7.87,18,286.71,43,3.38
710,Carp,31,2.54,Low Protein,38.38,29.73,4.95,6.59,19,342.66,48,3.73
710,Carp,32,2.61,Low Protein,37.61,27.82,6.34,6.85,25,364.04,45,3.52
710,Carp,33,2.68,Medium Protein,45.53,23.66,6.92,8.32,24,316.92,45,3.52
710,Carp,34,2.75,High Protein,41.63,27.56,4.04,8.45,11,396.73,46,3.59
710,Carp,35,2.82,High Protein,40.11,20.63,4.02,6.75,29,234.68,46,3.59
710,Carp,36,2.89,Medium Protein,40.37,23.54,5.68,8.18,23,211.47,50,3.87
710,Carp,37,2.96,High Protein,43.81,23.97,5.66,6.83,29,273.64,49,3.8
710,Carp,38,3.03,Low Protein,40.47,20.13,6.23,7.28,28,209.71,51,3.94
710,Carp,39,3.1,High Protein,42.21,29.5,5.59,8.15,6,356.61,50,3.87
710,Carp,40,3.17,Medium Protein,41.74,24.64,6.75,8.43,11,212.89,41,3.24
710,Carp,41,3.24,High Protein,42.64,29.88,5.25,6.69,11,349.62,48,3.73
710,Carp,42,3.31,High Protein,53.07,22.79,4.76,6.67,14,273.59,51,3.94
710,Carp,43,3.38,High Protein,48.29,29.79,7.1,7.09,27,264.68,48,3.73
710,Carp,44,3.45,Medium Protein,51.79,26.13,5.02,8.11,6,383.75,48,3.73
710,Carp,45,3.52,Low Protein,52.57,24.16,6.6,7.3,26,222.41,46,3.59
710,Carp,46,3.59,High Protein,54.7,28.32,4.25,8.03,25,206.93,49,3.8
710,Carp,47,3.66,Low Protein,47.64,25.42,7.15,7.73,25,312.63,51,3.94
710,Carp,48,3.73,Low Protein,52.56,28.27,4.94,8.15,23,299.84,45,3.73
710,Carp,49,3.8,Low Protein,51.22,25.06,5.58,7.59,16,363.33,40,3.8
710,Carp,50,3.87,High Protein,54.18,24.19,6.69,6.58,6,322.44,50,3.87
710,Carp,51,3.94,Low Protein,52.72,26.08,4.46,7.83,24,387.36,51,3.94
710,Carp,52,4.01,High Protein,51.94,27.56,4.83,8.35,22,275.49,43,4.01
711,Salmon,1,0.52,High Protein,21.93,20.47,5.57,8.12,13,423.68,37,4.84
711,Salmon,2,0.64,High Protein,16.78,24.03,5.22,8.37,27,301.6,10,1.6
711,Salmon,3,0.76,Low Protein,26.55,21.69,5.29,6.53,11,360.74,31,4.12
711,Salmon,4,0.88,High Protein,20.26,29.5,4.1,8.21,5,323.57,16,2.32
711,Salmon,5,1.0,Medium Protein,26.15,29.72,6.15,8.11,13,443.81,43,5.56
711,Salmon,6,1.12,Medium Protein,28.74,29.1,4.72,7.38,25,439.31,35,4.6
711,Salmon,7,1.24,Medium Protein,23.13,25.13,7.92,6.71,22,367.8,22,3.04
711,Salmon,8,1.36,High Protein,32.63,27.56,4.55,7.7,21,432.31,21,2.92
711,Salmon,9,1.48,Medium Protein,28.36,29.22,7.78,6.57,27,325.39,45,5.8
711,Salmon,10,1.6,High Protein,35.97,28.72,7.06,8.31,11,423.63,47,6.04
711,Salmon,11,1.72,High Protein,27.89,25.36,5.22,7.55,8,330.25,34,4.48
711,Salmon,12,1.84,High Protein,35.57,21.49,6.33,7.62,16,355.78,45,5.8
711,Salmon,13,1.96,Low Protein,31.21,29.1,6.19,7.73,24,395.18,48,6.16
711,Salmon,14,2.08,Medium Protein,34.83,28.21,4.03,7.9,7,354.14,22,3.04
711,Salmon,15,2.2,High Protein,36.43,24.01,7.09,6.6,21,447.11,41,5.32
711,Salmon,16,2.32,Medium Protein,37.26,24.64,7.46,7.52,15,326.71,28,3.76
711,Salmon,17,2.44,Medium Protein,37.78,29.89,7.75,6.85,10,431.3,37,4.84
711,Salmon,18,2.56,Low Protein,43.27,26.01,4.28,7.92,19,387.12,40,5.2
711,Salmon,19,2.68,Medium Protein,45.0,21.69,6.46,8.1,16,377.23,25,3.4
711,Salmon,20,2.8,High Protein,41.36,21.64,7.51,7.67,11,323.78,50,6.4
711,Salmon,21,2.92,High Protein,44.03,20.65,5.86,7.79,23,413.84,46,5.92
711,Salmon,22,3.04,Medium Protein,44.62,25.88,4.44,7.86,21,361.91,31,4.12
711,Salmon,23,3.16,Medium Protein,47.54,20.27,4.8,7.18,20,487.36,28,3.76
711,Salmon,24,3.28,Low Protein,44.3,28.17,7.08,7.14,28,372.93,44,5.68
711,Salmon,25,3.4,High Protein,52.06,23.18,5.21,8.28,11,330.64,32,4.24
711,Salmon,26,3.52,Medium Protein,53.17,23.42,7.63,7.99,11,394.85,51,6.52
711,Salmon,27,3.64,Medium Protein,52.3,27.61,4.17,7.47,23,304.98,44,5.68
711,Salmon,28,3.76,High Protein,55.06,21.06,6.03,7.99,15,372.43,46,5.92
711,Salmon,29,3.88,Medium Protein,58.69,25.28,7.48,7.64,11,410.83,42,5.44
711,Salmon,30,4.0,Low Protein,59.23,23.7,7.94,6.76,25,371.18,35,4.6
711,Salmon,31,4.12,Medium Protein,57.31,21.01,5.01,6.94,12,406.41,46,5.92
711,Salmon,32,4.24,Medium Protein,57.51,22.97,7.47,8.14,22,415.74,50,6.4
711,Salmon,33,4.36,Low Protein,58.95,26.29,4.46,7.74,23,434.77,46,5.92
711,Salmon,34,4.48,Low Protein,59.47,26.63,5.14,6.79,6,302.89,40,5.2
711,Salmon,35,4.6,Low Protein,60.8,21.26,6.99,7.37,19,374.99,46,5.92
711,Salmon,36,4.72,High Protein,64.52,29.39,7.16,7.07,5,433.88,43,5.56
711,Salmon,37,4.84,Medium Protein,68.32,21.83,7.68,7.61,7,498.98,49,6.28
711,Salmon,38,4.96,Medium Protein,60.05,26.63,4.65,8.26,23,434.44,48,6.16
711,Salmon,39,5.08,Low Protein,63.1,23.25,7.93,6.69,20,417.37,49,6.28
711,Salmon,40,5.2,High Protein,64.1,27.03,6.33,7.92,10,449.0,40,5.2
711,Salmon,41,5.32,Low Protein,71.53,28.13,4.56,7.22,28,464.9,40,5.32
711,Salmon,42,5.44,Medium Protein,68.6,20.81,6.18,7.37,6,328.19,46,5.92
711,Salmon,43,5.56,High Protein,70.85,27.97,7.5,6.83,22,487.62,43,5.56
711,Salmon,44,5.68,High Protein,71.49,21.21,5.23,8.28,20,305.67,48,6.16
711,Salmon,45,5.8,Medium Protein,76.54,25.19,5.48,7.96,19,410.34,42,5.8
711,Salmon,46,5.92,High Protein,74.2,23.38,4.39,6.92,21,356.13,51,6.52
711,Salmon,47,6.04,High Protein,77.08,23.07,5.06,6.75,16,481.12,45,6.04
711,Salmon,48,6.16,Low Protein,71.79,21.52,6.33,7.58,17,476.05,50,6.4
711,Salmon,49,6.28,High Protein,79.32,26.77,6.78,7.61,5,439.54,48,6.28
711,Salmon,50,6.4,Low Protein,76.41,23.03,6.65,7.96,10,493.37,41,6.4
711,Salmon,51,6.52,High Protein,83.87,25.06,4.78,6.62,22,445.64,50,6.52
711,Salmon,52,6.64,Low Protein,83.92,20.15,4.43,7.28,20,312.08,43,6.64
712,Salmon,1,0.46,Low Protein,15.69,26.04,7.85,7.97,5,482.53,38,4.9
712,Salmon,2,0.58,High Protein,16.83,26.77,4.73,8.29,5,375.34,38,4.9
712,Salmon,3,0.7,Low Protein,19.93,20.62,6.87,6.8,11,341.18,22,2.98
712,Salmon,4,0.82,Medium Protein,19.46,25.33,4.78,7.54,17,409.81,11,1.66
712,Salmon,5,0.94,Medium Protein,26.8,27.14,4.92,7.44,21,338.79,40,5.14
712,Salmon,6,1.06,High Protein,30.47,21.42,4.46,8.11,13,469.71,21,2.86
712,Salmon,7,1.18,High Protein,28.35,20.44,7.67,7.41,16,488.11,30,3.94
712,Salmon,8,1.3,High Protein,25.49,21.94,7.62,7.73,10,472.26,28,3.7
712,Salmon,9,1.42,Medium Protein,29.84,23.52,4.55,6.71,20,460.53,14,2.02
712,Salmon,10,1.54,High Protein,33.46,24.27,6.73,6.74,8,422.75,44,5.62
712,Salmon,11,1.66,High Protein,36.22,20.73,6.45,7.13,17,434.2,48,6.1
712,Salmon,12,1.78,Low Protein,27.85,29.79,4.9,6.94,15,319.37,27,3.58
712,Salmon,13,1.9,High Protein,34.24,26.89,5.15,7.13,5,470.35,34,4.42
712,Salmon,14,2.02,Medium Protein,34.73,21.34,6.12,6.92,8,360.46,47,5.98
712,Salmon,15,2.14,Medium Protein,35.54,27.97,5.77,6.85,11,471.68,43,5.5
712,Salmon,16,2.26,High Protein,37.64,23.2,5.43,7.07,23,368.69,31,4.06
712,Salmon,17,2.38,Medium Protein,37.84,23.75,5.68,8.43,5,331.91,44,5.62
712,Salmon,18,2.5,Low Protein,38.44,20.72,6.4,7.27,19,442.55,49,6.22
712,Salmon,19,2.62,Low Protein,37.35,24.23,4.02,7.97,5,477.11,30,3.94
712,Salmon,20,2.74,High Protein,42.4,20.78,6.89,7.8,10,344.1,46,5.86
712,Salmon,21,2.86,High Protein,46.81,26.8,5.05,6.69,17,300.68,27,3.58
712,Salmon,22,2.98,Low Protein,40.85,23.43,7.7,8.38,27,403.63,27,3.58
712,Salmon,23,3.1,Low Protein,48.38,22.96,7.65,6.51,21,370.97,28,3.7
712,Salmon,24,3.22,High Protein,44.88,26.48,4.29,7.31,27,425.25,43,5.5
712,Salmon,25,3.34,Medium Protein,47.21,26.88,5.73,7.38,17,359.11,44,5.62
712,Salmon,26,3.46,High Protein,54.48,26.39,5.78,8.37,14,450.25,49,6.22
712,Salmon,27,3.58,High Protein,52.55,27.89,6.01,7.08,13,351.51,39,5.02
712,Salmon,28,3.7,High Protein,54.19,26.38,4.32,8.05,15,459.21,33,4.3
712,Salmon,29,3.82,High Protein,54.22,29.45,6.08,7.74,16,357.87,41,5.26
712,Salmon,30,3.94,High Protein,52.62,25.66,6.09,7.63,28,393.76,44,5.62
712,Salmon,31,4.06,High Protein,57.35,28.85,7.23,8.21,20,341.82,50,6.34
712,Salmon,32,4.18,High Protein,56.37,29.61,7.39,8.42,20,318.83,42,5.38
712,Salmon,33,4.3,Medium Protein,61.32,21.64,4.38,7.59,5,327.38,48,6.1
712,Salmon,34,4.42,High Protein,59.91,26.77,6.09,8.11,25,325.19,45,5.74
712,Salmon,35,4.54,Low Protein,63.11,26.56,4.94,7.85,9,448.85,46,5.86
712,Salmon,36,4.66,High Protein,65.09,28.69,5.34,6.56,15,331.71,42,5.38
712,Salmon,37,4.78,Medium Protein,66.01,23.37,6.58,7.6,23,411.48,43,5.5
712,Salmon,38,4.9,Low Protein,63.02,23.94,4.52,7.49,5,335.92,44,5.62
712,Salmon,39,5.02,High Protein,63.89,20.47,7.55,6.87,14,454.03,45,5.74
712,Salmon,40,5.14,High Protein,70.09,27.66,7.72,7.78,18,387.13,42,5.38
712,Salmon,41,5.26,Low Protein,64.03,22.66,4.99,7.63,26,326.63,49,6.22
712,Salmon,42,5.38,High Protein,66.59,29.29,5.07,8.47,28,411.17,49,6.22
712,Salmon,43,5.5,Medium Protein,66.21,26.63,4.68,8.08,28,301.72,42,5.5
712,Salmon,44,5.62,High Protein,66.62,23.33,5.62,7.63,23,377.94,49,6.22
712,Salmon,45,5.74,Medium Protein,73.56,28.18,4.35,6.55,6,488.25,51,6.46
712,Salmon,46,5.86,High Protein,77.61,28.17,4.42,7.52,27,395.8,45,5.86
712,Salmon,47,5.98,Low Protein,71.09,21.62,4.98,6.58,15,477.24,40,5.98
712,Salmon,48,6.1,Medium Protein,78.96,25.42,5.13,6.72,26,347.39,40,6.1
712,Salmon,49,6.22,High Protein,75.99,20.1,7.85,6.71,11,349.15,50,6.34
712,Salmon,50,6.34,High Protein,79.58,23.44,4.11,8.13,15,405.51,44,6.34
712,Salmon,51,6.46,Low Protein,82.24,26.94,6.85,7.67,28,424.87,46,6.46
712,Salmon,52,6.58,Low Protein,82.9,23.3,8.0,7.71,12,455.59,50,6.58
713,Catfish,1,0.39,Medium Protein,15.27,21.34,6.32,8.05,21,393.44,10,1.29
713,Catfish,2,0.49,Medium Protein,16.05,25.77,5.92,8.45,7,347.5,44,4.69
713,Catfish,3,0.59,Medium Protein,25.14,29.62,7.67,7.27,22,200.63,17,1.99
713,Catfish,4,0.69,High Protein,17.69,24.13,6.06,7.92,19,231.85,15,1.79
713,Catfish,5,0.79,High Protein,20.08,29.18,4.85,8.01,23,217.78,21,2.39
713,Catfish,6,0.89,Medium Protein,23.28,29.06,5.94,7.41,11,340.26,51,5.39
713,Catfish,7,0.99,High Protein,28.11,26.69,5.18,7.41,26,232.95,30,3.29
713,Catfish,8,1.09,Low Protein,26.93,20.7,7.54,6.88,7,304.51,22,2.49
713,Catfish,9,1.19,High Protein,27.61,26.54,5.59,7.13,21,311.17,19,2.19
713,Catfish,10,1.29,Medium Protein,29.82,25.91,4.02,7.0,23,238.42,30,3.29
713,Catfish,11,1.39,High Protein,31.92,25.81,7.57,8.17,22,334.96,33,3.59
713,Catfish,12,1.49,Low Protein,27.23,23.38,4.12,8.45,6,316.44,36,3.89
713,Catfish,13,1.59,Medium Protein,26.09,27.51,6.41,8.07,12,330.27,19,2.19
713,Catfish,14,1.69,Medium Protein,28.17,28.83,4.13,8.34,15,203.38,42,4.49
713,Catfish,15,1.79,Medium Protein,29.55,26.75,7.21,7.33,29,217.9,45,4.79
713,Catfish,16,1.89,Medium Protein,29.3,21.48,6.19,7.66,28,240.08,30,3.29
713,Catfish,17,1.99,High Protein,37.38,27.85,4.67,6.63,22,274.6,24,2.69
713,Catfish,18,2.09,Low Protein,39.75,21.56,5.84,8.22,24,290.68,32,3.49
